Def,State,Word
ethnic,adj,လူမ်ဳိးစုတစ္စုႏွင့္ သက္ဆိုင္ေသာ။ ဇာတိ၊ မ်ဳိးႏြယ္အားျဖင့္ တိုင္းျပည္၊ ေဒသ တစ္ခုခုႏွင့္ သက္ဆိုင္ေသာ။ (အထူးသျဖင့္) ဥေရာပ၊ အေမရိကန္တို႔၏ ယဥ္ေက်းမႈမဟုတ္ေသာ။
ethnic cleansing,n,လူမ်ဳိးတံုး သတ္ျဖတ္ေရး ဝါဒ၊ သတ္ျဖတ္မႈ။
ethnocentric,adj,မိမိယဥ္ေက်းမႈကို ဗဟုိျပဳ၍ စံထားေသာ။
ethnography,n,လူမ်ဳိးႏွင့္ ယဥ္ေက်းမႈ သ႐ုပ္ခြဲျခင္း ပညာရပ္။ လူမ်ဳိးခဲြေဗဒ။
ethnographer,n,ယင္းပညာရွင္။
ethos,n,အသိုင္းအဝိုင္း၊ အုပ္စုတစ္ခု၏ စိတ္ဓာတ္၊ ဓေလ့စ႐ိုက္ စသည့္ သီးျခားလကၡဏာ။
etiolated,adj,အလင္းေရာင္မရ၍ ေဖ်ာ့ေတာ့ၾကံဳလွီ ေသာ။
etiquette,n,က်င့္ဝတ္ထံုးတမ္း။ေလာကဝတ္။ ယဥ္ေက်းရည္မြန္မႈ။
-ette,suff,အငယ္ေလး။ အေသးေလး။ (ပစၥည္း) အတု။ အမ်ဳိးသမီး။
etymology,n,(ေဝါဟာရ) ရင္းျမစ္ေဗဒ။ ေဝါဟာရသမိုင္း။ နိ႐ုတၱိ။
eucalyptus,n,ယူကလစ္ပင္။ ငွက္ေျခာက္ပင္။
eunuch,n,မိန္းမစိုး။ (ေရွးေခတ္ ေရာမႏွင့္ အေရွ႔တိုင္းမ်ား၌ နန္းတြင္းအမ်ဳိးသမီးေဆာင္မ်ားကို ႀကီးၾကပ္ရေသာ၊ သင္းကြပ္ထား ေသာ ေယာက်္ား)။
euphemism,n,စကားႏု စကားယဥ္။ စကားလွ။
euphemistic language/expressions/terms. Euphemistically,n,(ဤအဘိဓာန္၌ ဟု အတိုေကာက္သံုးသည္။)
euphoria,n,ရႊင္လန္းဝမ္းေျမာက္ျခင္း။ ဝမ္းသာပီတိ။
eureka,interj,(တစ္ခုခုရွာေဖြေတြ႔ရွိ၍၊ ေျပလည္ သြား၍၊ ဝမ္းသာအားရဟစ္ေၾကြးေသာ စကား)။
Eur(o)-,coidmb,ဥေရာပ (သို႔) ဥေရာပသမဂၢဆိုင္ရာ။
eurocheque,n,ဥေရာပဘဏ္မ်ားမွ ထုတ္ေပးေသာ ခ်က္လက္မွတ္။
Eurocrat,n,ဥေရာပသမဂၢ စီမံေရးရာ အရာရွိႀကီး။
Euro-election,n,ဥေရာပပါလီမန္ ေရြးေကာက္ပဲြ။
Europe,n,ဥေရာပတိုက္။ ၿဗိတိန္ႏိုင္ငံမွအပ ဥေရာပႏိုင္ငံအားလံုး။
European,adj,ဥေရာပ။ ဥေရာပသမဂၢဆိုင္ရာ။
European,n,ဥေရာပတိုက္သား။ ဥေရာပသမဂၢ၏ မူဝါဒကိုေထာက္ခံသူ။
European,n,ဥေရာပသမဂၢ။ (၁၉၅၈ခုႏွစ္တြင္ ဖြဲ႔စည္းေသာ စီးပြားေရး၊ ႏိုင္ငံေရး အဖြဲ႔အစည္း ျဖစ္သည္။ ယခုအခါ ၾသစႀတီးယား၊ ဘယ္လ္ဂ်ီယံ၊ ၿဗိတိန္၊ ဒိန္းမတ္၊ ဖင္လန္၊ ျပင္သစ္၊ ဂ်ာမနီ၊ ဂရိ၊ အိုင္ယာလန္၊ အီတလီ၊ လူဇင္ဘတ္၊ နယ္သာလန္၊ ေပၚတူဂီ၊ စပိန္ႏွင့္ ဆြီဒင္တို႔ ပါဝင္သည္။)
evacuate,v,ေဘးကင္းရာ သို႔ ေျပာင္းေရႊ႔ေပးသည္။ အႏ ၱရာယ္ရွိရာ အရပ္ကို စြန္႔ခြာသည္။ Ç¿æÇƒ
evacuee,n,အႏ ၱရာယ္ရွိရာအရပ္ကို စြန္႔ခြာ၍ ထြက္ေျပးလာသူ။
evade,v,ေရွာင္တိမ္းသည္။ ေရွာင္ေျပးသည္။ လွီးလႊဲဖယ္ေရွာင္သည္။ ေရွာင္လႊဲသည္။ ေခါင္းတိမ္း သည္။ ေခါင္းေရွာင္သည္။ ေရွာင္ထြက္သည္။ ေရွာင္ဖည္သည္။ ျဖစ္မလာ။ စဥ္းစား၍ေပၚမလာ။
extirpate,v,ပေပ်ာက္ေစသည္။ ဖယ္ရွား သုတ္သင္သည္။
exclaim,v,အာေမၮိတ္သံျပဳသည္။ အံ့အားသင့္စြာ ေျပာသည္။
exclamation,n,အာေမၮိတ္။
exclamation mark,n,အာေမၮိတ္သေကၤတ။
exclude,v,ဖယ္သည္။ ျခြင္းခ်န္သည္။ ၾကဥ္သည္။ ထုတ္ပစ္သည္။ ဖယ္ထုတ္ သည္။ ထည့္မတြက္ဘဲ ခ်န္ထားသည္။ ခ်န္လွပ္သည္။
exclusion,n,ခ်န္လွပ္ထားျခင္း။ ထည့္မတြက္ျခင္း။ ထုတ္ပစ္ျခင္း။ ခ်န္လွပ္ထား ေသာ သူ၊ အရာ။
to the exclusion of sb/sth,idm,ကို ေဘးခ်ိတ္၍။
exclusive,adj,အထူးသီးသန္႔။ ေဈးႀကီးေသာ။ (သာမန္လူ) အနား မသီႏိုင္ေသာ။ သီးသန္႔။ မူပိုင္။ တစ္ခုတည္းသာ လက္ခံေသာ။ မပါ ။
exclusive,n,တစ္ေစာင္တည္း၌သာ ေဖာ္ျပ(ခြင့္ျပဳ)ေသာ ဇာတ္လမ္း၊ သတင္း ေဆာင္းပါး။
excommunicate,v,(အထူးသျဖင့္ ႐ိုမန္ ကက္သလစ္) ခရစ္ယာန္အသင္းေတာ္ဝင္အျဖစ္မွ ၾကဥ္သည္။
excoriate,v,ျပင္းျပင္းထန္ထန္ ေဝဖန္သည္။
excrement,n,က်င္ႀကီး။ မစင္။
excrescence,n,(အေကာင္) အဖုအက်ိတ္လံုး။ (အပင္) အဆစ္အမ်က္လံုး။
excreta,n,က်င္ႀကီးက်င္ငယ္ အညစ္အေၾကး။
excrete,v,အညစ္အေၾကးစြန္႔သည္။
excruciating,adj,ပ်င္းစရာအလြန္ေကာင္း ေသာ ပဲြ။ သူဟာတကယ္ ၿငီးေငြ႔စရာ ေကာင္းတဲ့လူ။
excursion,n,အေပ်ာ္ခရီး။ သိပၸံဝတၳဳနယ္ထဲသို႔ တစ္ခါတစ္ရံနယ္ကြၽံေရးတတ္ေသာ စာေရးဆရာ။ ေလ့လာေရးခရီး။
excuse,n,ဆင္ေျခ။ ဆင္ေျခဆင္လက္။ ေစာဒက။ အေၾကာင္းျပခ်က္။ အခြင့္အလမ္း။ ခြင့္လႊတ္ သည္။ ဆင္ေျခေပးသည္။ အေၾကာင္းျပသည္။ ခြင့္ပန္သည္။ ခြင့္ေတာင္းသည္။ ခြင့္ျပဳသည္။ လြတ္ၿငိမ္းခြင့္ေပးသည္။
be excused,idm,ေက်ာင္းသားမ်ား အျပင္ထြက္လို၍ ပန္ၾကားေသာစကား)။ ခြင့္ျပဳပါ။
excusable,adj,ခြင့္လႊတ္ႏိုင္ေလာက္ေသာ။
excuse me,idm,တစ္ဆိတ္ေလာက္။ ေက်းဇူးျပဳ၍။ (ၾကားျဖတ္ ေျပာလိုရာ၌ အယဥ္အေက်းသံုးေသာစကား)။ ခြင့္ျပဳပါ။ ျပန္ေျပာပါဦး။
execrable,adj,မႏွစ္သက္စရာ။ အလြန္ ညံ့ေသာ။
execute,v,ကြပ္မ်က္သည္။ လိုက္နာ ေဆာင္ရြက္သည္။ စီမံေဆာင္ရြက္သည္။ ကပြဲ စသည္တြင္ ပါဝင္သည္။ အေကာင္အထည္ ေဖာ္သည္။ ျဖစ္ေျမာက္ေအာင္လုပ္သည္။ တရားဝင္ျဖစ္ေစသည္။
execution,n,ေသဒဏ္စီရင္ျခင္း။ ကြပ္မ်က္ ျခင္း။ အေကာင္အထည္ေဖာ္မႈ။ (ဂီတ) ကြၽမ္းက်င္မႈ။ ေသတမ္းစာႏွင့္အညီ ေဆာင္ရြက္ျခင္း။
executioner,n,အာဏာသား။ ပါးကြက္ သား။ လက္မရြံ႔။
executive,adj,စီမံခန္႔ခြဲေရး။ စီရင္ ဆံုးျဖတ္ခြင့္အာဏာရွိေသာ။
executive,n,အလုပ္အမႈေဆာင္။ အလုပ္အမႈေဆာင္အဖဲြ႔။ ႏိုင္ငံေတာ္ အုပ္ခ်ဳပ္မႈက႑။
executor,n,ေသတမ္းစာအရ ေဆာင္ရြက္ပိုင္သူ။ ေသတမ္းစာ အတည္ျပဳသူ။
exemplar,n,စံ။ စံျပ။
exemplary,adj,စံထားထိုက္ေသာ။ အတုယူ ထိုက္ေသာ။ စံျပ။ ေနာင္ၾကဥ္ေအာင္ သတိေပးေသာ။ စံနမူနာျပ။
exemplify,v,နမူနာျဖစ္သည္။ စံျပျဖစ္သည္။ ဥပမာေပးသည္။ သာဓကျပသည္။
exempt,adj,လြတ္ၿငိမ္းခြင့္ရသည္။
exemption,n,လြတ္ၿငိမ္းခြင့္ရျခင္း။
exercise,n,ကိုယ္လက္လႈပ္ရွားျခင္း။ စိတ္အလုပ္ေပးျခင္း။ ဉာဏ္အေလ့အက်င့္။ ေလ့က်င့္ခန္း။ အသံုးခ်ျခင္း။ လက္ကိုင္ျပဳျခင္း။ စြမ္းေဆာင္မႈ။ စစ္ ေလ့က်င့္ခန္း။ အခမ္းအနား။
exercise,v,ကိုယ္လက္ေလ့က်င့္ခန္း ျပဳလုပ္သည္။ (ကိုယ္စိတ္ၾကံ့ခိုင္ေအာင္) ေလ့က်င့္သည္။ က်င့္သံုးသည္။ အသံုးခ်သည္။ ပူပန္ ေၾကာင့္ၾကသည္။ ရတက္မေအးျဖစ္သည္။ စိတ္ပူသည္။
exert,v,အသံုးျပဳသည္။ သံုးသည္။ အားထုတ္ႀကိဳးပမ္းသည္။ ထၾကြ လံု႔လစိုက္သည္။
exertion,n,အားစိုက္မႈ။ ႀကိဳးပမ္းမႈ။ ပင္ပန္းမႈ။
exeunt,v,(ဇာတ္ကသူ) ဆိုင္ရာဇာတ္ခန္း ၿပီး၍ ဝင္သြားသည္။
exhale,v,အသက္ရွဴထုတ္သည္။
exhaust1,n,ကားအင္ဂ်င္စသည္မွ ထုတ္လႊတ္ေသာ အခိုး။ အိပ္ေဇာပိုက္။
exhaust2,v,ပင္ပန္းႏြမ္းနယ္သည္။ ကုန္ခန္းသည္။ ၿပီးျပည့္စံုေအာင္ ေျပာၿပီး၊ ေရးၿပီး၊ ေလ့လာၿပီး ျဖစ္သည္။
exhausted,adj,ေျခကုန္လက္ပန္းက်ေသာ။
exhausting,adj,ေျခကုန္လက္ပန္းက်ေစေသာ။
exhaustion,n,ေျခကုန္လက္ပန္းက်ျခင္း။ ကုန္ခန္းျခင္း။ ျပဳန္းတီးျခင္း
exhaustive,adj,ျပည့္စံုေစ့စပ္ေသာ။ စံုတကာေစ့ေသာ။
exhibit,n,ျပတိုက္ပစၥည္း။ ျပခန္းပစၥည္း။ ျပပဲြပစၥည္း။ (႐ံုးေတာ္၌ တင္ျပေသာ) သက္ေသခံ အေထာက္အထား။
exhibit,v,ခင္းက်င္းျပသသည္။ (အႏုပညာလက္ရာမ်ား) ျပခန္းတင္သည္၊ ျပသသည္။ ထုတ္ေဖာ္ျပသည္။
exhibitor,n,ျပပြဲတင္သူ။
exhibition,n,ျပပြဲ။ ျပခန္း။ စိတ္သေဘာထားကို ထုတ္ေဖာ္ျပျခင္း။ (ကြၽမ္းက်င္မႈ) သ႐ုပ္ျပပြဲ။
exhibitionism,n,ကိုယ္ရည္ေသြးမႈ။ မဖြယ္မရာကို လူျမင္သာေအာင္ တမင္ ျပတတ္ေသာ စိတ္ေဝဒနာ။
exhibitionist,n,အေရးစိုက္ခံခ်င္သူ။
make an exhibition of oneself,idm,ကိုယ့္ အထုပ္ကိုယ္ေျဖျပသည္။ ကိုယ့္ေပါင္ ကိုယ္လွန္ေထာင္းသည္။
